Dimension;Transcription
Other;well it seems like a lot of the logic is going to be--a lot of thecomplication is going to be in the push and pop actions
Other;where it could be going. and theseare basically, these better be pointing
Other;you can't pick up thisintersection, it would make sense to move the entire road
Other;and that's my point
Other;becaues
Other;because in real life some intersections you cannot.
Other;because it knows where it's going
Other;because thatjust made it complex
Other;because the road knows about intersections, and then thewhole map.
Other;becauseas you start adjusting here it would go here as you wouldósoyou can almost go infinite here so it has to, you just give it.
Other;becauseotherwise
Other;becausethat'd
Other;but
Other;but its not necessary
Other;cause there's a lot of complexity
Other;hat's going to cause traffic problems here.
Other;i mean
Other;i mean, we have to state this because if it's notó
Other;if
Other;in the real world, you know, a can becurving and intersect 1 three times, and do an s and dead?end.
Other;is the traffic kind ofóyou know how some you havegreen one way but not on the other.
Other;like during commuting hours everyoneworks over there, but the shopping center is down there, so onweekends everyone is going that way.
Other;o professor e says,this is your exam this is your project, here is a traffic pattern,this is the grid, what is the optimal traffic light settings? figurethat out. and so how do you, you know, and again i think itwould be up to the customer, the professor, in this case, tospecify what optimal means, what is allowed wait?time, howmany traffic, you know people waiting on the lights, right, all ofthat.
Other;so
Other;so maybe that's a separate setting. in other words, the durationof each light you set it on, maybe 1 or 2 but the other one isimplied. because if this is green, then you cannot tell thesystem to make the other one green as well it just won'thappen. so you only set one, but the overlap of the red and theduration of the yellow is something you can set.
Other;so this can get fairly complex very fast because you have allthese intersections
Other;so you don't have to
Other;soyou can mix and match
Other;that why i though
Other;then it makes it easier tokind of find it and it maps really closely to what you see overhere.
Other;there because doingit on the side can get kind of confusing
Other;we
Other;we could talk to the engineers too
Other;well itdepends
Other;well, these are almost given
Other;yeah, because that's a huge wrinkle if it's not.
Other;because i mean if you're going
Other;especially withthe leftÇ-hand turn requirement
Other;because all i'm saying it is, is basically you have a source
Other;because at that point the rules more apply to the intersectionitself as opposed to any one individual signal
Other;"because basically it's going to have given s1 goesgreen, it's going to have to delegate the actions of what s2 and s3are;"
Other;because eachintersection is going to have four
Other;because i could see they'd want to clickthe
Other;because i think really we care more about the signals at thatindividual intersection.
Other;because if there's a leftÇ-turn light, and they have straight light, aprotected left
Other;because if you have a light dictating left, it's always goingto be a left turn and straight and more often
Other;because i'm coming back to this now, becausetechnically our queue is
Other;because imean you could eventually be taken off theÇ-once you leave theroad
Other;because imean. there's a time element, because if the cars are stacking upat the intersection as opposed to free flowing in over twentyminutes.
Other;because it holds anumber of cars.
Other;because it seems like there should be a
Other;because it's really kind of thismeta
Other;because it'sgoing to have all the information it needs to know whether a carshould be continuing through or not
Other;because one lane isalways going, is always continuing through so if this is down toone lane you'd have one lane going straight, one lane feeding intothe leftÇ-hand turn, which is i mean i think it's fine
Other;because really all they're saying is to be able to change trafficdensity
Other;because that is reallygoing to affect the complexity of the problem and so,
Other;because thecars need to know how fast they can actually move with othercars in front of them.
Other;because thenyou have a way to connect up what each intersection connects upto and stuff.
Other;because there are two differenttimes.
Other;because there's aÇ-yeah that's what i was trying to
Other;because they said you know they need to be able to control theinput coming in. okay.
Other;because they should have two way traffic going betweentwoÇ-way intersections
Other;because this road is filling up,its queue is filling up, and it needs to drain
Other;because we canmake the assumption of just two lanes everywhere
Other;because, i mean, unless we care because given a certain road youcan have different lanes leading up to each intersection, it didn'treally
Other;becauseasÇ-if this road fills up, it's going to have to know i'm full
Other;"becausestraight, depending unless you're going to have an explicit rightturn lane, straight is going to have to worry about rights as well;they're in the same queue essentially. i'll just put right there iguess."
Other;just to get your thoughts.
Other;so it's interesting becausethe intersection has signals and the intersection has some controlof the signals.
Other;that's why i'm trying tothink, the lanes aren't necessarily so important as whichintersection does it get you to next
Other;we could play withthat. because these are the big state changes. yellow has nodifference really
Other;i guess this four is representing what is required right now
Other;iím just thinking about the different other possible use cases.
Other;maybe we donít even need a tool box
Other;thatís just to kind of make it visually appealing in the map mode.
Other;we just use this part as a new road and this part as a new road
Other;because basically i mean, you could basically finish the
Other;because with the difficulties in the offset itís a bit problematic to draw this
Other;because for some reason i thought that by clicking the select button and selecting a part i would be able to move this selected part to some other place in the
Other;because i am not sure whether
Other;because i have basically forgot what was written
Other;because then it would be interesting to have like roads with the turning lanes and stuff and see how that affects the flow
Other;because then you can have a green wave for example
Other;because there is quite a lot of information we have to present somehow
Other;because we need a reference point.
Other;so then i mean if you set the one going up and down, down and up, to be green for 30 seconds, orange for 10 then you know that the other one gonna be red for at least 40 if i remember the numbers i used.
Other;the last sentence of the fourth point
Other;it should bepossible to create a busy road or a seldom used one, or any 0variation in between.
Other;so that'scase one, that's case one. case two would be we've got aleft-êhand turn and we're either yellow or
Other;, that's the complication that arises when you allowthat, is you have to figure out how it's--
Other;and as well as the signal.
Other;and it also corresponds to time
Other;and so the copsays okay, i try to tick, the intersections says i'm still or thatlight says i'm still green, and let's suppose this guy has rulessaying every four ticks change the colors of the lights.
Other;and the fact that we can't have a t-êjunction keeps us fromdoing things like that, right
Other;controls
Other;directional -- okay. i'm thinking this is a queue, this is aqueue, this a queue.
Other;evaluation should be, should we say areable to evaluate per intersection or per
Other;i want to evaluate success of each simulation.
Other;i'm thinking, yeah, i'm thinking in terms of model-êviewcontroller
Other;it's almost like you just step up a level and have anobject called a network and that's the thing that assemblesintersection out of roads and knows whether its an exteriorroad or an interior road and all that
Other;it's coming together though, i think. it's just more rules.
Other;it's going
Other;it's not going to work. that's
Other;it's really a geometric property of the road
Other;my first inclination is to say, okay the rules if rules can getpushed into the objects and then tick maybe into the--distribute the rules into the network and then at every tickeach aspect, each car gets a tick, each intersection gets atick, each road gets a tick.
Other;my initial thinking was you'd have intersection object thatcontained four roads they're all incoming roads
Other;now we're looking at this visually is thisnotion of speed of the car through a particular road
Other;say some number of cars per minute while the lights green.
Other;so intersection then we need car, we need the notionof time, this is a simulation of time
Other;so maybe a drawing of a, the simplest intersection, right, andan intersection, and have a particular road would have -ê it'sdirectional on either side, right. there are some number ofcars flowing on a particular road waiting at an intersection.there is a clock, right, that governs when the lights change.so, there are lights, right. this goes across the street rightthere.
Other;so the frequency f here is not a global to the network, it's asetting on a particular onramp road.
Other;so two things: design and interaction
Other;so we have to have some sort of timer model that
Other;so, one thing wehaven't talked about is how we in queue a car.
Other;so, yeah i guess at a very base level we kick everything offwith main( ). right
Other;somehow we need to represent the amount of trafficor traffic flow
Other;that's another thing is thelight
Other;the lane would be an addition of the road with somespecific logic data.
Other;then what we're really trying to do isminimize the wait time
Other;this is a queue and what we're reallyinterested in is how those cars queue up, how big the queuesget, when the queues release and how many we can pop-êupthe end of the queue for some given clock tick. then we cankeep speed constant for
Other;this is starting to sound very--i mean i can already see thelength of the source file for the car
Other;we have some constraints on the flow of the queuesbecause we can't have lights coming in a collision course.
Other;we need something that represents intersections.
Other;we should talk about road, got this modelcontrol
Other;where you put these roads determines how the queue,the maximum number of cars in an intersection
Other;and then there's some way to
Other;but jim did we finish with the cars kind of
Other;but you know that you brought up a point you know
Other;i think it's just saying
Other;i think wehave to talk to professor e again, because she didn't specify themost important aspect of it, which is how do you know thatyour lighting system is working to its best potential? i candraw the map, i can specify all these parameters and now i runit, how do i know this is good
Other;i think we're going to have to rely on professor e forcreating the details about the theory of how that works. i mean,we might have to code whatever her understanding is of trafficlight theory into it
Other;i want to do
Other;i'm thinking
Other;is there a sensor?'
Other;it didn't sound like you need control at the individual carlevel
Other;let's start coding
Other;like it could be like
Other;of course we're not going and talking to her, we're going to talkto the team of software developers
Other;okay, i say i want fifty cars on the grid, but i don't want themall going the same way.
Other;one thing that we're kind of missing there
Other;should not allow
Other;so i would start simple, jim.
Other;so let's build
Other;so let's just say for
Other;so lets say somehow we figure it all out and we'reable to pump traffic through it
Other;so that'slike a final stage, how do you report the results
Other;so the form needs to be
Other;"so what does ""it worked"" mean?"
Other;t has a computer, i would have to think about it reallyhard.
Other;talk through this with me
Other;that it would have tobe like flex or something
Other;the distances, you know
Other;the left?hand turns are
Other;there has to be
Other;want tostart off and say i have
Other;we have to be able to describe the behavior of thetraffic lights at each intersection.
Other;we haven't yet worked thesensors
Other;we need to collect it as part of the approach to the intersection
Other;we still have to do thedetail design for how you specify these numbers
Other;what does ramming mean
Other;what does that mean? what isthe sensor sensoring? or detecting?
Other;with or without an optionto
Other;you can just give it a density andit just follows these rules
Other;you start simply.
Other;you're completely just withdrawing the map
Other;know it stops, it stopsnecessarily adding cars to this road,
Other;let's see what other
Other;and it's significant because it holds anumber of cars.
Other;and then you just have dictate people waiting for that turnare going to pile up as if it was straight
Other;direction. left, straight
Other;i could see a situation where you want to justÇ-you have xnumber of cars queued up, you say i'm going to stop this for nowbut you still want that throughÇ-put to go through even though ithasn't necessarily hit this intersection yet
Other;i'm trying to think from how youwould actually manipulate this
Other;it just consists of a set of intersectionsconnected
Other;its going to be significant
Other;it's kind of a combination of clock and then there's also[inaudible
Other;it's two lanes, one of them
Other;sensorÇ-driven
Other;so how are these signalsÇ-trying to pull out our data
Other;so we
Other;sounds like at each individual lane. on top of that,and being able to basically control the amount of cars goingthrough and certain flows in certain areas.
Other;the left turn really introduces a lot of problems
Other;the onlything the lanes are really going to affect is...how the lights affectus
Other;the problem is you can chop up lanes
Other;the problem with that is the variable path.
Other;the road would actually own what traffic it expects tobe traveling on it
Other;the signals. actual signals.
Other;there'stime,
Other;they have signals
Other;traffic
Other;we don't want to get into
Other;we just more care about
Other;we might have multiple inputs and they're all going to have to sayhere's cars coming at you. and at that point the road justbecomes a queue and just keeps on popping on cars, and thenthey keep, they'll just pop off the queue.
Other;well it's a queue with a limit
Other;well it's more of a stops. it's more of a stops flow starts flow kindof thing
Other;i guess should be to have a look at congestion and see how many cars can actually get through during a certain amount of time
Other;i have traffic density can be changed.
Other;ah okay, road. we would have roads
Other;although for roads it would be a bit more tricky because i mean if we zoom in the sign that every road has two intersections, it doesnít fit, because at the edges of the map we have to have something else.
Other;i donít think that you want to redefine it for each intersection again and again if the timing is the same
Other;i guess we could do it as a hit map for the road in visualization mode
Other;i think we should then move to stages sooner or later
Other;i would like to use the abstraction level we have here at the requirement level
Other;it is: behavior can be defined at each intersection
Other;so i guess the visual map is to replay the simulation and the road layout is to create new simulations
Other;so i would expect some overall either 2-d or 3-d visualization where you can directly create your traffics and then you could push some button on saying simulate and maybe during the simulation at runtime you can also change some parts, like changing the traffic density, velocity or the traffic light behavior.
Other;so what i would like to have is some kind of traffic library
Other;speed limit i would say rather
Other;the first one was for me that we need a visual map
Other;then the next one was: there are optional sensors for car detection.
Other;there seems to be two moves
Other;this is a road. i added a road to the system
Other;we also need to look at how fast the cars are while crossing each intersection.
Other;we canít have an open ended intersections or open ended roads.
Other;we could either now think about some technical aspects meaning for the visualization on the letís say more component diagram level which items do we need or maybe first of all we maybe make a class diagram for the different items, which should be represented by the software referencing to the requirements
Other;we start with the plane map without any roads and then we can add some.
Other;you have the speed limit of the roads, but then also the velocity of the cars
Other;you should hopefully be able to see what the throughput is.
Conversation Management;then the next one was: there are optional sensors for car detection.
Conversation Management;there seems to be two moves
Conversation Management;this is a road. i added a road to the system
Conversation Management;we also need to look at how fast the cars are while crossing each intersection.
Conversation Management;we canít have an open ended intersections or open ended roads.
Conversation Management;we could either now think about some technical aspects meaning for the visualization on the letís say more component diagram level which items do we need or maybe first of all we maybe make a class diagram for the different items, which should be represented by the software referencing to the requirements
Conversation Management;we start with the plane map without any roads and then we can add some.
Conversation Management;you have the speed limit of the roads, but then also the velocity of the cars
Conversation Management;you should hopefully be able to see what the throughput is.
Conversation Management;another question is: which way the user can put a car onto the lane, as then there might be different starting points where cars can
Conversation Management;i mean if you should be able to create like green waves and stuff.
Conversation Management;i mean must still identify it as an intersection
Conversation Management;i think i read it somewhere, letís just assume that it was written somewhere
Conversation Management;letís see, combinations of individual signals should not be
Conversation Management;mean what you could do is just control how long each of them are green and then the other one is gone be red automatically so then you can say ok this one is going to be green for, i donít know, whatís normal, but 20 seconds and this one is going to be green for 30 seconds and then they just go back and forth
Conversation Management;perhaps we could draw some simple examples of what it could look like.
Conversation Management;so the question is how they should interact with the traffic lights, i guess.
Conversation Management;so the question, we gonna have to think about when traffic light are turning orange
Conversation Management;so this should be easy the main question here is i guess
Conversation Management;so we need to find a way to, for the user to describe the behavior
Conversation Management;the question is whether
Conversation Management;the question is whether we could give this to our advantage
Conversation Management;we need to assume some kind of absolute time
Conversation Management;we need to make sure that the traffic light to the right
Conversation Management;we need to make sure that this cannot happen.
Conversation Management;yeah, so maybe we should draw it a little bit bigger, i mean because there is quite a lot of information we have to present somehow.
Conversation Management;yeah, so this should be always be shown on the bottom in this way here.
Conversation Management;ah, i see
Conversation Management;i see
Conversation Management;i see.
Conversation Management;oh, i see what you're saying
Conversation Management;oh, i see what you're saying, uh huh. okay.
Conversation Management;i understand what you mean
Conversation Management;7right?
Conversation Management;a queue of cars.
Conversation Management;a specific car?
Conversation Management;does that seem reasonable?
Conversation Management;goes from blue to orange right?
Conversation Management;i want to basically i want to controlaspects of the intersection
Conversation Management;intersection?
Conversation Management;is that true?3well
Conversation Management;is that what your saying
Conversation Management;okay?
Conversation Management;once again, it's per tick right
Conversation Management;one car per tick
Conversation Management;onramp right?
Conversation Management;pretty simple guy though right
Conversation Management;right
Conversation Management;right.
Conversation Management;right?
Conversation Management;toanalytics right?
Conversation Management;yeah,
Conversation Management;and this is a real?time table?
Conversation Management;are you saying there's actually a car out there
Conversation Management;but not every car that starts at c would do that?
Conversation Management;did it saythat?
Conversation Management;how do you report the final results?
Conversation Management;i'm sorry
Conversation Management;probably need to talk to professor e alittle more about that.
Conversation Management;put it up there.
Conversation Management;so it has four approaches at most?
Conversation Management;so you want to leave one of these constant and change theother.
Conversation Management;this is cars?
Conversation Management;want to draw something?
Conversation Management;what i would do is
Conversation Management;you can buildmultiple simulations on this map
Conversation Management;you know?
Conversation Management;you say, i want 50 cars like this.
Conversation Management;you think?
Conversation Management;do we care?
Conversation Management;do we really want that
Conversation Management;is it safe from stuff like that
Conversation Management;is that really the only thing?
Conversation Management;kind of?
Conversation Management;really
Conversation Management;so can you hit all the green
Conversation Management;this is on the road isn't it
Conversation Management;well?
Conversation Management;does that fit to you view as well?
Conversation Management;a sketch for the interface?
Conversation Management;again sorry for my handwriting
Conversation Management;ah sorry
Conversation Management;but we have the roads.
Conversation Management;did you remove it?
Conversation Management;do you understand my point?
Conversation Management;do you want to do it or should i continue?
Conversation Management;do you want to model as use case?
Conversation Management;have you seen what iím drawing on my side?
Conversation Management;how much time is left? 10.30?
Conversation Management;huh? road traffic?
Conversation Management;i start with a map?
Conversation Management;iím sorry about my handwriting
Conversation Management;is it okay in that state?
Conversation Management;is it okay?
Conversation Management;is my handwriting okay?
Conversation Management;is that big enough?
Conversation Management;is that okay?
Conversation Management;maybe just call it tool box or something like that
Conversation Management;really?
Conversation Management;remove everything
Conversation Management;right? is that correct?
Conversation Management;should i start?
Conversation Management;should we do a drawing for that or
Conversation Management;should we draw it in detail or do we just make a statement on what we have, what needs to be visualized, the roads, the traffic lights and the cars
Conversation Management;sorry
Conversation Management;sorry for my handwriting
Conversation Management;sorry i have
Conversation Management;sorry.
Conversation Management;sorry?
Conversation Management;that will be the timing scheme?
Conversation Management;then i remove the drawings of the roads?
Conversation Management;we could do just a mock up if you like
Conversation Management;what am i doing wrong?
Conversation Management;which is if we go to the visual item and have the map is okay, isnít it?
Conversation Management;why we move the intersection you mean?
Conversation Management;would that be okay?
Conversation Management;you can read it?
Conversation Management;you mean each traffic light?
Conversation Management;you see my line?
Conversation Management;you want me to try? okay
Conversation Management;alright?
Conversation Management;because orange is both, preparing to start, well how does it work, and then it is also hinting that soon it will be red, right?
Conversation Management;but do you mean like this?
Other;but they will always be the same, right?
Other;can you remember, did the task description say something concerning this
Other;did you hear rodi?
Other;did you turn of the screen recording?
Other;do you get what i mean?
Other;i am sorry for this ugly appearance
Other;i was thinking if we should have triggers as you said i mean of the signals.
Other;is it right?
Other;no, no go ahead.
Other;ok?
Other;or what do you think?
Other;perhaps you can do the intersections
Other;right
Other;right?
Other;shall i give it a try?
Other;should be able to set that one?
Other;so i am sorry for that
Other;so we keep that?
Other;so you mean if the user uses the intersection symbol, then it would automatically create the traffic light in a specific way.
Other;sorry
Other;ulation, i mean, letís just assume that, to safe some complicity that we will start with, that we only have this simple intersection and we start the simulation and this car makes this and there is no car, it would actually start with a green fix at this traffic light, right?
Other;with the sensors or?
Other;with this slidebar at the bottom, or so something like this
Other;you know what i mean?
Other;you mean that user doesnít have to draw it anyway, but that the software would detect it and then say ok, you draw an intersection, i will add traffic lights on my own
Other;. i guess we can erase these, this now.
Other;how much longer?
Other;so that's okay?
Other;yeah, they're there. there's something about the light, eachlight has some kind of timing settings.
Other;but then i can also the delete the selected part and not everything.
Other;do you know this, rodi, do you know that, currently certain parts are selected in purple. is this the selected part for the smartboard?
Other;ok
Other;perhaps, rodi, you can answer this question: i would like to select this part on the right hand side, the streets and so and move this to the left hand side. is this possible here?
Other;rodi, andreas just asked me, or just said to me that i should ask you how long we still have for this, cause i think officially it is more or less over in, i donít know five minutes
Other;thank you very much
Other;yeah, thank you
Other;it's basically, yeah, i mean you can think of, it's aperson
Other;it's like okay i'vebeen in this state
Other;got it. alright
Other;i like that.
Other;it's the god alright, it's the master controller
Other;oh, that's right, the speed of simulation
Other;right, yeah
Other;that's true, that's true. okay
Other;well i like what you're saying, i like the idea
Other;well that's a good point, though,
Other;well, let's establish the rules
Other;yeah that sounds more realistic.
Other;yeah. i like that.
Other;and it's a very kind of recursive problem
Other;definitely
Other;i wouldn't want
Other;if i move this, how does it change this
Other;it's nice in the simulation to be able to watch what'sgoing on here
Other;oh right, so they could be different
Other;on this map.
Other;that would be very awkward
Other;that's true
Other;that's what i was going to say, yeah
Other;that's what i was saying
Other;when jim is present, only jim does the board, as you see hishand?writing, his ability to use markers is remarkable, so noone approaches the board, he's very good.
Other;yeah that makes sense
Other;, that makes a lot of sense
Other;a queue with a limit
Other;ahh that's brilliant
Other;because you're right
Other;cool, cool. sounds good
Other;cool, i like that
Other;exactly
Other;exactly, exactly.
Other;exactly, yeah exactly.
Other;excellent, excellent.
Other;good question.
Other;i like that. cool.
Other;interesting
Other;interesting question
Other;it does, yeah
Other;makes sense.
Other;sure, yeah, yeah.
Other;that fit, so
Other;that fit.
Other;that is a great point
Other;that makes sense
Other;that's interesting
Other;that's the perfect simplification.
Other;that's what i'm trying to figure out.
Other;yeah, exactly.
Other;should make it much easier, youíre right
Other;alright, yes, sure
Other;fair enough.
Other;i think itís a good and great idea
Other;i think itís a good idea
Other;same thing here
Other;so i usually start with a data model, so a class diagram is probably a good idea
Other;sure.
Other;thatís a good point
Other;thatís fine
Other;we need to do one of the representations meaning thatÖ i mean you are right on the loose ends, i Creative Conflict on that
Other;yes i Creative Conflict. great
Other;yes thatís a good idea.
Other;yes thatís fine.
Other;yes, for sure
Other;yes, i think itís a good idea
Other;i mean, i am not sure whether it is perhaps done differently in different countries, but i think at least what i am used to is that it would be on the lefthand side
Other;i think thatís the most interesting way, to see the individual cars
Other;it was written in the requirements, i think, i read it somewhere
Other;ok, to visualise it, how busy it is
Other;so for instance and the traffic light on the, for the, for this car, that specifies something like 20 seconds green and i donít know, other delays for orange and red and accordingly for the other ones
Other;that would be the most fun i think,
Other;would be basically that we donít say, after 30 or 50 and then you have to take in account, ok, then does this one go to green and then does this one go to green and then does this one go to green,
Other;yeah, thatís a good point
Other;and have uml diagram for the class structureof each object's attributes
Other;so maybe once we've done that we can thinkabout uml diagrams for our class structures
Other;you mean the actual data structures?
Other;erdiagram
Other;i kind of want to build an er diagram
Other;Ö we should have some description on how is the interaction with the system which you could also do via use case,
Other;do we also go on some behavioral aspects
Other;letís say more component diagram level
Other;maybe first of all we maybe make a class diagram
Other;maybe we draw this and then we make a component diagram sketch
Other;so i usually start with a data model, so a class diagram is probably a good idea
Other;some use cases or something like that
Other;it should bepossible to create a busy road or a seldom used one, or any 0variation in between.
Other;or, at leastde
Other;. which would be a horizontalflow or a vertical flow
Other;aroad is an interior or we should call it an onramp
Other;cop, we'd have kind of a cop object that youcould manipulate certain rule sets. or is that implicit in[inaudible
Other;do you want to keep it or do you want to do two queues.
Other;is the cop really a model or is that acontroller
Other;is this all this sort of master control orwhatever? or should that go into where you push rulesdown to
Other;it has a tick, tick, tick, or are we saying that alltick logic methods have a combo
Other;it might be, or another alternative
Other;now i'm wondering like the rule for changing the lights,we established a rule saying the light, are we going to saylight would change to green, or will only stay red for xamount of time, or is it reversed
Other;okayone tick so from two to one, we go to zero
Other;one car or two
Other;or a left protection
Other;or analyzing the average wait time of a given car, right
Other;or are all the opposing lanesalways the same state
Other;or are we lettingthe video camera capture that description
Other;or if
Other;or if we
Other;or is this inside of a ui
Other;or we could even have
Other;or yeah i guess speed of cars, rate of incoming cars onthe onramp
Other;or you could say
Other;or you could start from the outside in and say, well for everyunbounded road,
Other;or you've got
Other;or, i want to run it on--run a simulation for some amount oftime and evaluate the network
Other;or, wait. well that's [inaudible] one cargoes per tick.
Other;property of the queue or a property of thecar
Other;so we makeroads, right. so one m of intersections and we would haveroad connected to the intersection or the intersection has2paths
Other;somenumber of--so it has, think of this as kilometers, or carlengths.
Other;this way, or that way
Other;ticks per minute, orsecond. okay
Other;we could do it that way. either that or we could make roadsdominant and then intersections really just a thing thathappens at road crossings.
Other;although
Other;although wemight duplicate that down here so that they can keep track ofit
Other;and what kind of metrics or ideas does she have aroundsuccess or failure of a given, of a simulation
Other;ayout on here well i definitely want itred for this whole period, and definitely red while it's yellow,and then there should be a little bit of an overlap. maybesomething tha
Other;but i think
Other;but the thing is
Other;cars are independent ofintersections i feel
Other;each approach has a different light, or we could putthem in pairs where the north and south approaches both havethe same light signals.
Other;i'm saying
Other;or
Other;or maybe allow cycleable defaults
Other;or, again we could
Other;or, it could be you can drawwhile you're simulating.
Other;so maybe that's a separate setting.
Other;well, by controlling it at an individual car level you end upcontrolling the flow
Other;you have to have green arrow and red arrow
Other;do the roads delegate this, or do the intersections delegate all thecommunication
Other;does it run on a clock or does
Other;is it a push or a pull model with the intersections
Other;it's getting down to push or pull
Other;mean if you think of, you know desktop or
Other;one signal perdirection at each intersection. could be
Other;or do we just assume that anything doesn'thaveÇ-
Other;or intersection is going tohave to say something. okay, cars can come, and then the roadsare going to have to
Other;or is thatÇ-
Other;or is this thetime between state changes
Other;or, i'mgoing to have a left
Other;other option is to make it a full two second lane
Other;put them in, or pull them out
Other;sense to me or just basically
Other;so basically leftor straight depending on the car.
Other;you know, or input
Other;i mean it could be one or two i guess
Other;and then we had the road endpoint which could either be a real endpoint or it could be an intersection
Other;and through the road endpoint it has one, two, four, Ö is possible, fourteen is not good
Other;and we either have a real intersection or we have an end point
Other;do we want to make it easy and just have density as part of the road or do we want to make something more sophisticated in terms of traffic models.
Other;i mean another alternative would be to just have something like a default timing which you can change
Other;if the traffic model should be completely separate entity here, which relates to the map or if we should just make it easier just make the roads have a simple density.
Other;it could be open ended, it could be, i guess anything. a house or something
Other;so we have to choose, one of them has to be open ended so to speak.
Other;t could be either a real endpoint or an intersection
Other;this makes the calculation more complicated, but on the other hand itís something like if we donít want to design or define traffic per road which is one of the tasks or requirements.
Other;and through the road endpoint it has one, two, four, Ö is possible, fourteen is not good
Other;and we either have a real intersection or we have an end point
Other;do we want to make it easy and just have density as part of the road or do we want to make something more sophisticated in terms of traffic models.
Other;i mean another alternative would be to just have something like a default timing which you can change
Other;if the traffic model should be completely separate entity here, which relates to the map or if we should just make it easier just make the roads have a simple density.
Other;it could be open ended, it could be, i guess anything. a house or something
Other;so we have to choose, one of them has to be open ended so to speak.
Other;t could be either a real endpoint or an intersection
Other;this makes the calculation more complicated, but on the other hand itís something like if we donít want to design or define traffic per road which is one of the tasks or requirements.
Other;and so, or sequences or more than one traffic
Other;but
Other;but does the user need to be able to define in our simplified version?
Other;but thatís what i meant with my circles
Other;i didnít take it into account that it says that enters the map on a given road, so but then itís probably better to do like this at the start of the road or at the end of the road,
Other;i mean the easiest way is to just have as you said, timings
Other;i was just thinking about the other possibility, whether we should design it like this: in an intersection
Other;itís a simple solution but we could do it some way different like this but then we would probably need some kind of main, i donít know, main traffic light or reference point for the traffic lights so that we know, when will which one start and which one, so i mean
Other;or do we need this for every intersection?
Other;or down to up
Other;or one
Other;or other shorts what you defined with the circle, letís just say for the safe of complicity, itís like this, so then this one would be green in the beginning and by no car would be in this area, no car would be here, thatís, here we have these two nice cars
Other;or should you be able to set like, this is car spawn, the car spawn, which spawns cars and this is like a sync where cars disappear.
Other;perhaps we simplify draw intersections for lazy students
Other;so either they should be able to use go like 20 seconds red, blablabla blablabla or depending on this senso
Other;whether you should be able to position this car spawning symbol at the beginning or whether it should be just able to detect this is the beginning of the road
Other;yeah, of course we could also do it like this
Other;you have to switch to green or to orange or red
Other;is itpossible to break that down further
Other;a few tables
Other;and have uml diagram for the class structureof each object's attributes
Other;are all the opposing lanesalways the same state?
Other;arethere any critically used cases that you want to cover?
Other;description?
Other;did we have a constraint of only four roads per intersection?
Other;do we need a specific light object?
Other;do we want a reset?
Other;do we want to have it so that a car can make a turnand then change directions so that they're not always goingright?
Other;do we want to then annotate
Other;do wechange the light a lot here? do we flip the state of the lightsdifferently based on the state of the sensor
Other;do you want to keep it or do you want to do two queues.
Other;do you want to write ui stories?
Other;dowe want to have visualization of cars moving along aparticular road in a geometric sense?
Other;how do we create a network. so yeah, good maybe7node first so this is the intersections,
Other;how do you...?
Other;how you resize this thing. is thisthe actual window
Other;is itcapacity or average--capacity means like8
Other;is that also something the cop looksat?
Other;is there, put like connecting, is that
Other;is this all this sort of master control orwhatever? or should that go into where you push rulesdown to
Other;now can we do this
Other;now do we have three states for the light?
Other;one car or two
Other;should we define an initial simple intersection, an initialsimple car.
Other;the light will only staygreen for x amount of time?
Other;where's the first place to start?
Other;you've got two left-êturners. currently we've just gotgreen, red, and left. do we want to introduce the yellowwhere the last left-êturner
Other;are north and south the same?
Other;by default it either hasor doesn't have a left?hand turn, right?
Other;constant speed throughout?
Other;do youmeasure that something worked or didn't
Other;how do you visualize that?
Other;howdo you detect that
Other;like should we make itreally easy for them to set up a whole street's worth of trafficlights, so they're timed in sequence so that it's easy for trafficto flow through, or does that kind of defeat the purpose of theexercise for the students because
Other;o what would be an easy way to name each leg? so iguess it's likeó
Other;so we are assuming
Other;that's the thing, are the speeds to beassumed
Other;what does that mean
Other;you know
Other;you want to?
Other;does it run on a clock or does it run, you knowhow do you control this flow behavior?
Other;what does he tell the road object
Other;Ç-is this time for each one of these
Other;and is this lengthsignificant to store the number of cars
Other;and so do cars equaltraffic
Other;are we saying thoseare equal?
Other;areroads a significant thing here
Other;but do we really want to stopthe number of cars it keeps queuing up
Other;but then do you have to specifyoutput points?
Other;can we capture that
Other;do the roads delegate this, or do the intersections delegate all thecommunication
Other;do we care about you anymore?
Other;do we want to assume one lane of traffic coming in
Other;does it matter? direction?
Other;does thatoccur in the intersection? as a containing data entity? orconceptual entity?
Other;forthe yellow is consistent. or, is it consistent
Other;how do you definethe behavior of the traffic
Other;how do you do the traffic?
Other;how does thatwork?
Other;how does thisimpact what we need to model?
Other;i mean areroads saying, can i go? can i go? or are the intersectionsÇ-shouldthe intersection tell the road, you know, flow you know five cars.
Other;is itÇ-does it really stop?
Other;or do we care?
Other;orÇ-how does this look
Other;so how do you share that informationacross all the signals.
Other;so what are the aspects of the speed that are important?
Other;so what are the properties of traffic
Other;sodo we want to model that kind of multiÇ-thread of randombehavior? i think so
Other;thatÇ-is that more of the signals?
Other;the problem is how do youtell the intersection what road this connects to
Other;then it's an output?
Other;what are the properties of this?
Other;what does the sensor do
Other;what simplifying assumptions could we make initially and findthose
Other;whathappens in this model?
Other;which ones do we want to have
