Dimension;Transcription
Active Discussion;therandom number generator could saturate the space on theroads.
Active Discussion;well capacity is a good one to have because then you canevaluate wait time per
Active Discussion;well it seems like a lot of the logic is going to be--a lot of thecomplication is going to be in the push and pop actions
Active Discussion;where it could be going. and theseare basically, these better be pointing
Active Discussion;you can't pick up thisintersection, it would make sense to move the entire road
Active Discussion;and that's my point
Active Discussion;becaues
Active Discussion;because in real life some intersections you cannot.
Active Discussion;because it knows where it's going
Active Discussion;because thatjust made it complex
Active Discussion;because the road knows about intersections, and then thewhole map.
Active Discussion;becauseas you start adjusting here it would go here as you wouldósoyou can almost go infinite here so it has to, you just give it.
Active Discussion;becauseotherwise
Active Discussion;becausethat'd
Active Discussion;but
Active Discussion;but its not necessary
Active Discussion;cause there's a lot of complexity
Active Discussion;hat's going to cause traffic problems here.
Active Discussion;i mean
Active Discussion;i mean, we have to state this because if it's notó
Active Discussion;if
Active Discussion;in the real world, you know, a can becurving and intersect 1 three times, and do an s and dead?end.
Active Discussion;is the traffic kind ofóyou know how some you havegreen one way but not on the other.
Active Discussion;like during commuting hours everyoneworks over there, but the shopping center is down there, so onweekends everyone is going that way.
Active Discussion;o professor e says,this is your exam this is your project, here is a traffic pattern,this is the grid, what is the optimal traffic light settings? figurethat out. and so how do you, you know, and again i think itwould be up to the customer, the professor, in this case, tospecify what optimal means, what is allowed wait?time, howmany traffic, you know people waiting on the lights, right, all ofthat.
Active Discussion;so
Active Discussion;so maybe that's a separate setting. in other words, the durationof each light you set it on, maybe 1 or 2 but the other one isimplied. because if this is green, then you cannot tell thesystem to make the other one green as well it just won'thappen. so you only set one, but the overlap of the red and theduration of the yellow is something you can set.
Active Discussion;so this can get fairly complex very fast because you have allthese intersections
Active Discussion;so you don't have to
Active Discussion;soyou can mix and match
Active Discussion;that why i though
Active Discussion;then it makes it easier tokind of find it and it maps really closely to what you see overhere.
Active Discussion;there because doingit on the side can get kind of confusing
Active Discussion;we
Active Discussion;we could talk to the engineers too
Active Discussion;well itdepends
Active Discussion;well, these are almost given
Active Discussion;yeah, because that's a huge wrinkle if it's not.
Active Discussion;because i mean if you're going
Active Discussion;especially withthe leftÇ-hand turn requirement
Active Discussion;because all i'm saying it is, is basically you have a source
Active Discussion;because at that point the rules more apply to the intersectionitself as opposed to any one individual signal
Active Discussion;"because basically it's going to have given s1 goesgreen, it's going to have to delegate the actions of what s2 and s3are;"
Active Discussion;because eachintersection is going to have four
Active Discussion;because i could see they'd want to clickthe
Active Discussion;because i think really we care more about the signals at thatindividual intersection.
Active Discussion;because if there's a leftÇ-turn light, and they have straight light, aprotected left
Active Discussion;because if you have a light dictating left, it's always goingto be a left turn and straight and more often
Active Discussion;because i'm coming back to this now, becausetechnically our queue is
Active Discussion;because imean you could eventually be taken off theÇ-once you leave theroad
Active Discussion;because imean. there's a time element, because if the cars are stacking upat the intersection as opposed to free flowing in over twentyminutes.
Active Discussion;because it holds anumber of cars.
Active Discussion;because it seems like there should be a
Active Discussion;because it's really kind of thismeta
Active Discussion;because it'sgoing to have all the information it needs to know whether a carshould be continuing through or not
Active Discussion;because one lane isalways going, is always continuing through so if this is down toone lane you'd have one lane going straight, one lane feeding intothe leftÇ-hand turn, which is i mean i think it's fine
Active Discussion;because really all they're saying is to be able to change trafficdensity
Active Discussion;because that is reallygoing to affect the complexity of the problem and so,
Active Discussion;because thecars need to know how fast they can actually move with othercars in front of them.
Active Discussion;because thenyou have a way to connect up what each intersection connects upto and stuff.
Active Discussion;because there are two differenttimes.
Active Discussion;because there's aÇ-yeah that's what i was trying to
Active Discussion;because they said you know they need to be able to control theinput coming in. okay.
Active Discussion;because they should have two way traffic going betweentwoÇ-way intersections
Active Discussion;because this road is filling up,its queue is filling up, and it needs to drain
Active Discussion;because we canmake the assumption of just two lanes everywhere
Active Discussion;because, i mean, unless we care because given a certain road youcan have different lanes leading up to each intersection, it didn'treally
Active Discussion;becauseasÇ-if this road fills up, it's going to have to know i'm full
Active Discussion;"becausestraight, depending unless you're going to have an explicit rightturn lane, straight is going to have to worry about rights as well;they're in the same queue essentially. i'll just put right there iguess."
Active Discussion;just to get your thoughts.
Active Discussion;so it's interesting becausethe intersection has signals and the intersection has some controlof the signals.
Active Discussion;that's why i'm trying tothink, the lanes aren't necessarily so important as whichintersection does it get you to next
Active Discussion;we could play withthat. because these are the big state changes. yellow has nodifference really
Active Discussion;i guess this four is representing what is required right now
Active Discussion;iím just thinking about the different other possible use cases.
Active Discussion;maybe we donít even need a tool box
Active Discussion;thatís just to kind of make it visually appealing in the map mode.
Active Discussion;we just use this part as a new road and this part as a new road
Active Discussion;because basically i mean, you could basically finish the
Active Discussion;because with the difficulties in the offset itís a bit problematic to draw this
Active Discussion;because for some reason i thought that by clicking the select button and selecting a part i would be able to move this selected part to some other place in the
Active Discussion;because i am not sure whether
Active Discussion;because i have basically forgot what was written
Active Discussion;because then it would be interesting to have like roads with the turning lanes and stuff and see how that affects the flow
Active Discussion;because then you can have a green wave for example
Active Discussion;because there is quite a lot of information we have to present somehow
Active Discussion;because we need a reference point.
Active Discussion;so then i mean if you set the one going up and down, down and up, to be green for 30 seconds, orange for 10 then you know that the other one gonna be red for at least 40 if i remember the numbers i used.
Active Discussion;the last sentence of the fourth point
Active Discussion;it should bepossible to create a busy road or a seldom used one, or any 0variation in between.
Active Discussion;so that'scase one, that's case one. case two would be we've got aleft-êhand turn and we're either yellow or
Active Discussion;, that's the complication that arises when you allowthat, is you have to figure out how it's--
Active Discussion;and as well as the signal.
Active Discussion;and it also corresponds to time
Active Discussion;and so the copsays okay, i try to tick, the intersections says i'm still or thatlight says i'm still green, and let's suppose this guy has rulessaying every four ticks change the colors of the lights.
Active Discussion;and the fact that we can't have a t-êjunction keeps us fromdoing things like that, right
Active Discussion;controls
Active Discussion;directional -- okay. i'm thinking this is a queue, this is aqueue, this a queue.
Active Discussion;evaluation should be, should we say areable to evaluate per intersection or per
Active Discussion;i want to evaluate success of each simulation.
Active Discussion;i'm thinking, yeah, i'm thinking in terms of model-êviewcontroller
Active Discussion;it's almost like you just step up a level and have anobject called a network and that's the thing that assemblesintersection out of roads and knows whether its an exteriorroad or an interior road and all that
Active Discussion;it's coming together though, i think. it's just more rules.
Active Discussion;it's going
Active Discussion;it's not going to work. that's
Active Discussion;it's really a geometric property of the road
Active Discussion;my first inclination is to say, okay the rules if rules can getpushed into the objects and then tick maybe into the--distribute the rules into the network and then at every tickeach aspect, each car gets a tick, each intersection gets atick, each road gets a tick.
Active Discussion;my initial thinking was you'd have intersection object thatcontained four roads they're all incoming roads
Active Discussion;now we're looking at this visually is thisnotion of speed of the car through a particular road
Active Discussion;say some number of cars per minute while the lights green.
Active Discussion;so intersection then we need car, we need the notionof time, this is a simulation of time
Active Discussion;so maybe a drawing of a, the simplest intersection, right, andan intersection, and have a particular road would have -ê it'sdirectional on either side, right. there are some number ofcars flowing on a particular road waiting at an intersection.there is a clock, right, that governs when the lights change.so, there are lights, right. this goes across the street rightthere.
Active Discussion;so the frequency f here is not a global to the network, it's asetting on a particular onramp road.
Active Discussion;so two things: design and interaction
Active Discussion;so we have to have some sort of timer model that
Active Discussion;so, one thing wehaven't talked about is how we in queue a car.
Active Discussion;so, yeah i guess at a very base level we kick everything offwith main( ). right
Active Discussion;somehow we need to represent the amount of trafficor traffic flow
Active Discussion;that's another thing is thelight
Active Discussion;the lane would be an addition of the road with somespecific logic data.
Active Discussion;then what we're really trying to do isminimize the wait time
Active Discussion;this is a queue and what we're reallyinterested in is how those cars queue up, how big the queuesget, when the queues release and how many we can pop-êupthe end of the queue for some given clock tick. then we cankeep speed constant for
Active Discussion;this is starting to sound very--i mean i can already see thelength of the source file for the car
Active Discussion;we have some constraints on the flow of the queuesbecause we can't have lights coming in a collision course.
Active Discussion;we need something that represents intersections.
Active Discussion;we should talk about road, got this modelcontrol
Active Discussion;where you put these roads determines how the queue,the maximum number of cars in an intersection
Active Discussion;and then there's some way to
Active Discussion;but jim did we finish with the cars kind of
Active Discussion;but you know that you brought up a point you know
Active Discussion;i think it's just saying
Active Discussion;i think wehave to talk to professor e again, because she didn't specify themost important aspect of it, which is how do you know thatyour lighting system is working to its best potential? i candraw the map, i can specify all these parameters and now i runit, how do i know this is good
Active Discussion;i think we're going to have to rely on professor e forcreating the details about the theory of how that works. i mean,we might have to code whatever her understanding is of trafficlight theory into it
Active Discussion;i want to do
Active Discussion;i'm thinking
Active Discussion;is there a sensor?'
Active Discussion;it didn't sound like you need control at the individual carlevel
Active Discussion;let's start coding
Active Discussion;like it could be like
Active Discussion;of course we're not going and talking to her, we're going to talkto the team of software developers
Active Discussion;okay, i say i want fifty cars on the grid, but i don't want themall going the same way.
Active Discussion;one thing that we're kind of missing there
Active Discussion;should not allow
Active Discussion;so i would start simple, jim.
Active Discussion;so let's build
Active Discussion;so let's just say for
Active Discussion;so lets say somehow we figure it all out and we'reable to pump traffic through it
Active Discussion;so that'slike a final stage, how do you report the results
Active Discussion;so the form needs to be
Active Discussion;"so what does ""it worked"" mean?"
Active Discussion;t has a computer, i would have to think about it reallyhard.
Active Discussion;talk through this with me
Active Discussion;that it would have tobe like flex or something
Active Discussion;the distances, you know
Active Discussion;the left?hand turns are
Active Discussion;there has to be
Active Discussion;want tostart off and say i have
Active Discussion;we have to be able to describe the behavior of thetraffic lights at each intersection.
Active Discussion;we haven't yet worked thesensors
Active Discussion;we need to collect it as part of the approach to the intersection
Active Discussion;we still have to do thedetail design for how you specify these numbers
Active Discussion;what does ramming mean
Active Discussion;what does that mean? what isthe sensor sensoring? or detecting?
Active Discussion;with or without an optionto
Active Discussion;you can just give it a density andit just follows these rules
Active Discussion;you start simply.
Active Discussion;you're completely just withdrawing the map
Active Discussion;know it stops, it stopsnecessarily adding cars to this road,
Active Discussion;let's see what other
Active Discussion;and it's significant because it holds anumber of cars.
Active Discussion;and then you just have dictate people waiting for that turnare going to pile up as if it was straight
Active Discussion;direction. left, straight
Active Discussion;i could see a situation where you want to justÇ-you have xnumber of cars queued up, you say i'm going to stop this for nowbut you still want that throughÇ-put to go through even though ithasn't necessarily hit this intersection yet
Active Discussion;i'm trying to think from how youwould actually manipulate this
Active Discussion;it just consists of a set of intersectionsconnected
Active Discussion;its going to be significant
Active Discussion;it's kind of a combination of clock and then there's also[inaudible
Active Discussion;it's two lanes, one of them
Active Discussion;sensorÇ-driven
Active Discussion;so how are these signalsÇ-trying to pull out our data
Active Discussion;so we
Active Discussion;sounds like at each individual lane. on top of that,and being able to basically control the amount of cars goingthrough and certain flows in certain areas.
Active Discussion;the left turn really introduces a lot of problems
Active Discussion;the onlything the lanes are really going to affect is...how the lights affectus
Active Discussion;the problem is you can chop up lanes
Active Discussion;the problem with that is the variable path.
Active Discussion;the road would actually own what traffic it expects tobe traveling on it
Active Discussion;the signals. actual signals.
Active Discussion;there'stime,
Active Discussion;they have signals
Active Discussion;traffic
Active Discussion;we don't want to get into
Active Discussion;we just more care about
Active Discussion;we might have multiple inputs and they're all going to have to sayhere's cars coming at you. and at that point the road justbecomes a queue and just keeps on popping on cars, and thenthey keep, they'll just pop off the queue.
Active Discussion;well it's a queue with a limit
Active Discussion;well it's more of a stops. it's more of a stops flow starts flow kindof thing
Active Discussion;i guess should be to have a look at congestion and see how many cars can actually get through during a certain amount of time
Active Discussion;i have traffic density can be changed.
Active Discussion;ah okay, road. we would have roads
Active Discussion;although for roads it would be a bit more tricky because i mean if we zoom in the sign that every road has two intersections, it doesnít fit, because at the edges of the map we have to have something else.
Active Discussion;i donít think that you want to redefine it for each intersection again and again if the timing is the same
Active Discussion;i guess we could do it as a hit map for the road in visualization mode
Active Discussion;i think we should then move to stages sooner or later
Active Discussion;i would like to use the abstraction level we have here at the requirement level
Active Discussion;it is: behavior can be defined at each intersection
Active Discussion;so i guess the visual map is to replay the simulation and the road layout is to create new simulations
Active Discussion;so i would expect some overall either 2-d or 3-d visualization where you can directly create your traffics and then you could push some button on saying simulate and maybe during the simulation at runtime you can also change some parts, like changing the traffic density, velocity or the traffic light behavior.
Active Discussion;so what i would like to have is some kind of traffic library
Active Discussion;speed limit i would say rather
Active Discussion;the first one was for me that we need a visual map
Active Discussion;then the next one was: there are optional sensors for car detection.
Active Discussion;there seems to be two moves
Active Discussion;this is a road. i added a road to the system
Active Discussion;we also need to look at how fast the cars are while crossing each intersection.
Active Discussion;we canít have an open ended intersections or open ended roads.
Active Discussion;we could either now think about some technical aspects meaning for the visualization on the letís say more component diagram level which items do we need or maybe first of all we maybe make a class diagram for the different items, which should be represented by the software referencing to the requirements
Active Discussion;we start with the plane map without any roads and then we can add some.
Active Discussion;you have the speed limit of the roads, but then also the velocity of the cars
Active Discussion;you should hopefully be able to see what the throughput is.
Conversation Management;then the next one was: there are optional sensors for car detection.
Conversation Management;there seems to be two moves
Conversation Management;this is a road. i added a road to the system
Conversation Management;we also need to look at how fast the cars are while crossing each intersection.
Conversation Management;we canít have an open ended intersections or open ended roads.
Conversation Management;we could either now think about some technical aspects meaning for the visualization on the letís say more component diagram level which items do we need or maybe first of all we maybe make a class diagram for the different items, which should be represented by the software referencing to the requirements
Conversation Management;we start with the plane map without any roads and then we can add some.
Conversation Management;you have the speed limit of the roads, but then also the velocity of the cars
Conversation Management;you should hopefully be able to see what the throughput is.
Conversation Management;another question is: which way the user can put a car onto the lane, as then there might be different starting points where cars can
Conversation Management;i mean if you should be able to create like green waves and stuff.
Conversation Management;i mean must still identify it as an intersection
Conversation Management;i think i read it somewhere, letís just assume that it was written somewhere
Conversation Management;letís see, combinations of individual signals should not be
Conversation Management;mean what you could do is just control how long each of them are green and then the other one is gone be red automatically so then you can say ok this one is going to be green for, i donít know, whatís normal, but 20 seconds and this one is going to be green for 30 seconds and then they just go back and forth
Conversation Management;perhaps we could draw some simple examples of what it could look like.
Conversation Management;so the question is how they should interact with the traffic lights, i guess.
Conversation Management;so the question, we gonna have to think about when traffic light are turning orange
Conversation Management;so this should be easy the main question here is i guess
Conversation Management;so we need to find a way to, for the user to describe the behavior
Conversation Management;the question is whether
Conversation Management;the question is whether we could give this to our advantage
Conversation Management;we need to assume some kind of absolute time
Conversation Management;we need to make sure that the traffic light to the right
Conversation Management;we need to make sure that this cannot happen.
Conversation Management;yeah, so maybe we should draw it a little bit bigger, i mean because there is quite a lot of information we have to present somehow.
Conversation Management;yeah, so this should be always be shown on the bottom in this way here.
Conversation Management;ah, i see
Conversation Management;i see
Conversation Management;i see.
Conversation Management;oh, i see what you're saying
Conversation Management;oh, i see what you're saying, uh huh. okay.
Conversation Management;i understand what you mean
Conversation Management;7right?
Conversation Management;a queue of cars.
Conversation Management;a specific car?
Conversation Management;does that seem reasonable?
Conversation Management;goes from blue to orange right?
Conversation Management;i want to basically i want to controlaspects of the intersection
Conversation Management;intersection?
Conversation Management;is that true?3well
Conversation Management;is that what your saying
Conversation Management;okay?
Conversation Management;once again, it's per tick right
Conversation Management;one car per tick
Conversation Management;onramp right?
Conversation Management;pretty simple guy though right
Conversation Management;right
Conversation Management;right.
Conversation Management;right?
Conversation Management;toanalytics right?
Conversation Management;yeah,
Conversation Management;and this is a real?time table?
Conversation Management;are you saying there's actually a car out there
Conversation Management;but not every car that starts at c would do that?
Conversation Management;did it saythat?
Conversation Management;how do you report the final results?
Conversation Management;i'm sorry
Conversation Management;probably need to talk to professor e alittle more about that.
Conversation Management;put it up there.
Conversation Management;so it has four approaches at most?
Conversation Management;so you want to leave one of these constant and change theother.
Conversation Management;this is cars?
Conversation Management;want to draw something?
Conversation Management;what i would do is
Conversation Management;you can buildmultiple simulations on this map
Conversation Management;you know?
Conversation Management;you say, i want 50 cars like this.
Conversation Management;you think?
Conversation Management;do we care?
Conversation Management;do we really want that
Conversation Management;is it safe from stuff like that
Conversation Management;is that really the only thing?
Conversation Management;kind of?
Conversation Management;really
Conversation Management;so can you hit all the green
Conversation Management;this is on the road isn't it
Conversation Management;well?
Conversation Management;does that fit to you view as well?
Conversation Management;a sketch for the interface?
Conversation Management;again sorry for my handwriting
Conversation Management;ah sorry
Conversation Management;but we have the roads.
Conversation Management;did you remove it?
Conversation Management;do you understand my point?
Conversation Management;do you want to do it or should i continue?
Conversation Management;do you want to model as use case?
Conversation Management;have you seen what iím drawing on my side?
Conversation Management;how much time is left? 10.30?
Conversation Management;huh? road traffic?
Conversation Management;i start with a map?
Conversation Management;iím sorry about my handwriting
Conversation Management;is it okay in that state?
Conversation Management;is it okay?
Conversation Management;is my handwriting okay?
Conversation Management;is that big enough?
Conversation Management;is that okay?
Conversation Management;maybe just call it tool box or something like that
Conversation Management;really?
Conversation Management;remove everything
Conversation Management;right? is that correct?
Conversation Management;should i start?
Conversation Management;should we do a drawing for that or
Conversation Management;should we draw it in detail or do we just make a statement on what we have, what needs to be visualized, the roads, the traffic lights and the cars
Conversation Management;sorry
Conversation Management;sorry for my handwriting
Conversation Management;sorry i have
Conversation Management;sorry.
Conversation Management;sorry?
Conversation Management;that will be the timing scheme?
Conversation Management;then i remove the drawings of the roads?
Conversation Management;we could do just a mock up if you like
Conversation Management;what am i doing wrong?
Conversation Management;which is if we go to the visual item and have the map is okay, isnít it?
Conversation Management;why we move the intersection you mean?
Conversation Management;would that be okay?
Conversation Management;you can read it?
Conversation Management;you mean each traffic light?
Conversation Management;you see my line?
Conversation Management;you want me to try? okay
Conversation Management;alright?
Conversation Management;because orange is both, preparing to start, well how does it work, and then it is also hinting that soon it will be red, right?
Conversation Management;but do you mean like this?
Creative Conflict;but they will always be the same, right?
Creative Conflict;can you remember, did the task description say something concerning this
Creative Conflict;did you hear rodi?
Creative Conflict;did you turn of the screen recording?
Creative Conflict;do you get what i mean?
Creative Conflict;i am sorry for this ugly appearance
Creative Conflict;i was thinking if we should have triggers as you said i mean of the signals.
Creative Conflict;is it right?
Creative Conflict;no, no go ahead.
Creative Conflict;ok?
Creative Conflict;or what do you think?
Creative Conflict;perhaps you can do the intersections
Active Discussion;right
Active Discussion;right?
Active Discussion;shall i give it a try?
Active Discussion;should be able to set that one?
Active Discussion;so i am sorry for that
Active Discussion;so we keep that?
Active Discussion;so you mean if the user uses the intersection symbol, then it would automatically create the traffic light in a specific way.
Active Discussion;sorry
Active Discussion;ulation, i mean, letís just assume that, to safe some complicity that we will start with, that we only have this simple intersection and we start the simulation and this car makes this and there is no car, it would actually start with a green fix at this traffic light, right?
Active Discussion;with the sensors or?
Active Discussion;with this slidebar at the bottom, or so something like this
Active Discussion;you know what i mean?
Active Discussion;you mean that user doesnít have to draw it anyway, but that the software would detect it and then say ok, you draw an intersection, i will add traffic lights on my own
Active Discussion;. i guess we can erase these, this now.
Active Discussion;how much longer?
Active Discussion;so that's okay?
Active Discussion;yeah, they're there. there's something about the light, eachlight has some kind of timing settings.
Active Discussion;but then i can also the delete the selected part and not everything.
Active Discussion;do you know this, rodi, do you know that, currently certain parts are selected in purple. is this the selected part for the smartboard?
Active Discussion;ok
Active Discussion;perhaps, rodi, you can answer this question: i would like to select this part on the right hand side, the streets and so and move this to the left hand side. is this possible here?
Active Discussion;rodi, andreas just asked me, or just said to me that i should ask you how long we still have for this, cause i think officially it is more or less over in, i donít know five minutes
Active Discussion;thank you very much
Active Discussion;yeah, thank you
Active Discussion;it's basically, yeah, i mean you can think of, it's aperson
Active Discussion;it's like okay i'vebeen in this state
Active Discussion;got it. alright
Active Discussion;i like that.
Active Discussion;it's the god alright, it's the master controller
Active Discussion;oh, that's right, the speed of simulation
Active Discussion;right, yeah
Active Discussion;that's true, that's true. okay
Active Discussion;well i like what you're saying, i like the idea
Active Discussion;well that's a good point, though,
Active Discussion;well, let's establish the rules
Active Discussion;yeah that sounds more realistic.
Active Discussion;yeah. i like that.
Active Discussion;and it's a very kind of recursive problem
Active Discussion;definitely
Active Discussion;i wouldn't want
Active Discussion;if i move this, how does it change this
Active Discussion;it's nice in the simulation to be able to watch what'sgoing on here
Active Discussion;oh right, so they could be different
Active Discussion;on this map.
Active Discussion;that would be very awkward
Active Discussion;that's true
Active Discussion;that's what i was going to say, yeah
Active Discussion;that's what i was saying
Active Discussion;when jim is present, only jim does the board, as you see hishand?writing, his ability to use markers is remarkable, so noone approaches the board, he's very good.
Active Discussion;yeah that makes sense
Active Discussion;, that makes a lot of sense
Active Discussion;a queue with a limit
Active Discussion;ahh that's brilliant
Active Discussion;because you're right
Active Discussion;cool, cool. sounds good
Active Discussion;cool, i like that
Active Discussion;exactly
Active Discussion;exactly, exactly.
Active Discussion;exactly, yeah exactly.
Active Discussion;excellent, excellent.
Active Discussion;good question.
Active Discussion;i like that. cool.
Active Discussion;interesting
Active Discussion;interesting question
Active Discussion;it does, yeah
Active Discussion;makes sense.
Active Discussion;sure, yeah, yeah.
Active Discussion;that fit, so
Active Discussion;that fit.
Active Discussion;that is a great point
Active Discussion;that makes sense
Active Discussion;that's interesting
Active Discussion;that's the perfect simplification.
Active Discussion;that's what i'm trying to figure out.
Active Discussion;yeah, exactly.
Active Discussion;should make it much easier, youíre right
Active Discussion;alright, yes, sure
Active Discussion;fair enough.
Active Discussion;i think itís a good and great idea
Active Discussion;i think itís a good idea
Active Discussion;same thing here
Active Discussion;so i usually start with a data model, so a class diagram is probably a good idea
Active Discussion;sure.
Active Discussion;thatís a good point
Active Discussion;thatís fine
Active Discussion;we need to do one of the representations meaning thatÖ i mean you are right on the loose ends, i Creative Conflict on that
Active Discussion;yes i Creative Conflict. great
Active Discussion;yes thatís a good idea.
Active Discussion;yes thatís fine.
Active Discussion;yes, for sure
Active Discussion;yes, i think itís a good idea
Creative Conflict;i mean, i am not sure whether it is perhaps done differently in different countries, but i think at least what i am used to is that it would be on the lefthand side
Creative Conflict;i think thatís the most interesting way, to see the individual cars
Creative Conflict;it was written in the requirements, i think, i read it somewhere
Creative Conflict;ok, to visualise it, how busy it is
Creative Conflict;so for instance and the traffic light on the, for the, for this car, that specifies something like 20 seconds green and i donít know, other delays for orange and red and accordingly for the other ones
Creative Conflict;that would be the most fun i think,
Creative Conflict;would be basically that we donít say, after 30 or 50 and then you have to take in account, ok, then does this one go to green and then does this one go to green and then does this one go to green,
Creative Conflict;yeah, thatís a good point
Creative Conflict;and have uml diagram for the class structureof each object's attributes
Creative Conflict;so maybe once we've done that we can thinkabout uml diagrams for our class structures
Creative Conflict;you mean the actual data structures?
Creative Conflict;erdiagram
Creative Conflict;i kind of want to build an er diagram
Creative Conflict;Ö we should have some description on how is the interaction with the system which you could also do via use case,
Creative Conflict;do we also go on some behavioral aspects
Creative Conflict;letís say more component diagram level
Creative Conflict;maybe first of all we maybe make a class diagram
Creative Conflict;maybe we draw this and then we make a component diagram sketch
Creative Conflict;so i usually start with a data model, so a class diagram is probably a good idea
Creative Conflict;some use cases or something like that
Creative Conflict;it should bepossible to create a busy road or a seldom used one, or any 0variation in between.
Creative Conflict;or, at leastde
Creative Conflict;. which would be a horizontalflow or a vertical flow
Creative Conflict;aroad is an interior or we should call it an onramp
Creative Conflict;cop, we'd have kind of a cop object that youcould manipulate certain rule sets. or is that implicit in[inaudible
Creative Conflict;do you want to keep it or do you want to do two queues.
Creative Conflict;is the cop really a model or is that acontroller
Creative Conflict;is this all this sort of master control orwhatever? or should that go into where you push rulesdown to
Creative Conflict;it has a tick, tick, tick, or are we saying that alltick logic methods have a combo
Creative Conflict;it might be, or another alternative
Creative Conflict;now i'm wondering like the rule for changing the lights,we established a rule saying the light, are we going to saylight would change to green, or will only stay red for xamount of time, or is it reversed
Creative Conflict;okayone tick so from two to one, we go to zero
Creative Conflict;one car or two
Creative Conflict;or a left protection
Creative Conflict;or analyzing the average wait time of a given car, right
Creative Conflict;or are all the opposing lanesalways the same state
Creative Conflict;or are we lettingthe video camera capture that description
Creative Conflict;or if
Creative Conflict;or if we
Creative Conflict;or is this inside of a ui
Creative Conflict;or we could even have
Creative Conflict;or yeah i guess speed of cars, rate of incoming cars onthe onramp
Creative Conflict;or you could say
Creative Conflict;or you could start from the outside in and say, well for everyunbounded road,
Creative Conflict;or you've got
Creative Conflict;or, i want to run it on--run a simulation for some amount oftime and evaluate the network
Creative Conflict;or, wait. well that's [inaudible] one cargoes per tick.
Creative Conflict;property of the queue or a property of thecar
Creative Conflict;so we makeroads, right. so one m of intersections and we would haveroad connected to the intersection or the intersection has2paths
Creative Conflict;somenumber of--so it has, think of this as kilometers, or carlengths.
Creative Conflict;this way, or that way
Creative Conflict;ticks per minute, orsecond. okay
Creative Conflict;we could do it that way. either that or we could make roadsdominant and then intersections really just a thing thathappens at road crossings.
Creative Conflict;although
Creative Conflict;although wemight duplicate that down here so that they can keep track ofit
Creative Conflict;and what kind of metrics or ideas does she have aroundsuccess or failure of a given, of a simulation
Creative Conflict;ayout on here well i definitely want itred for this whole period, and definitely red while it's yellow,and then there should be a little bit of an overlap. maybesomething tha
Creative Conflict;but i think
Creative Conflict;but the thing is
Creative Conflict;cars are independent ofintersections i feel
Creative Conflict;each approach has a different light, or we could putthem in pairs where the north and south approaches both havethe same light signals.
Creative Conflict;i'm saying
Creative Conflict;or
Creative Conflict;or maybe allow cycleable defaults
Creative Conflict;or, again we could
Creative Conflict;or, it could be you can drawwhile you're simulating.
Creative Conflict;so maybe that's a separate setting.
Creative Conflict;well, by controlling it at an individual car level you end upcontrolling the flow
Creative Conflict;you have to have green arrow and red arrow
Creative Conflict;do the roads delegate this, or do the intersections delegate all thecommunication
Creative Conflict;does it run on a clock or does
Creative Conflict;is it a push or a pull model with the intersections
Creative Conflict;it's getting down to push or pull
Creative Conflict;mean if you think of, you know desktop or
Creative Conflict;one signal perdirection at each intersection. could be
Creative Conflict;or do we just assume that anything doesn'thaveÇ-
Creative Conflict;or intersection is going tohave to say something. okay, cars can come, and then the roadsare going to have to
Creative Conflict;or is thatÇ-
Creative Conflict;or is this thetime between state changes
Creative Conflict;or, i'mgoing to have a left
Creative Conflict;other option is to make it a full two second lane
Creative Conflict;put them in, or pull them out
Creative Conflict;sense to me or just basically
Creative Conflict;so basically leftor straight depending on the car.
Creative Conflict;you know, or input
Creative Conflict;i mean it could be one or two i guess
Creative Conflict;and then we had the road endpoint which could either be a real endpoint or it could be an intersection
Creative Conflict;and through the road endpoint it has one, two, four, Ö is possible, fourteen is not good
Creative Conflict;and we either have a real intersection or we have an end point
Creative Conflict;do we want to make it easy and just have density as part of the road or do we want to make something more sophisticated in terms of traffic models.
Creative Conflict;i mean another alternative would be to just have something like a default timing which you can change
Creative Conflict;if the traffic model should be completely separate entity here, which relates to the map or if we should just make it easier just make the roads have a simple density.
Creative Conflict;it could be open ended, it could be, i guess anything. a house or something
Creative Conflict;so we have to choose, one of them has to be open ended so to speak.
Creative Conflict;t could be either a real endpoint or an intersection
Creative Conflict;this makes the calculation more complicated, but on the other hand itís something like if we donít want to design or define traffic per road which is one of the tasks or requirements.
Active Discussion;and through the road endpoint it has one, two, four, Ö is possible, fourteen is not good
Active Discussion;and we either have a real intersection or we have an end point
Active Discussion;do we want to make it easy and just have density as part of the road or do we want to make something more sophisticated in terms of traffic models.
Active Discussion;i mean another alternative would be to just have something like a default timing which you can change
Active Discussion;if the traffic model should be completely separate entity here, which relates to the map or if we should just make it easier just make the roads have a simple density.
Active Discussion;it could be open ended, it could be, i guess anything. a house or something
Active Discussion;so we have to choose, one of them has to be open ended so to speak.
Active Discussion;t could be either a real endpoint or an intersection
Active Discussion;this makes the calculation more complicated, but on the other hand itís something like if we donít want to design or define traffic per road which is one of the tasks or requirements.
Active Discussion;and so, or sequences or more than one traffic
Active Discussion;but
Active Discussion;but does the user need to be able to define in our simplified version?
Active Discussion;but thatís what i meant with my circles
Active Discussion;i didnít take it into account that it says that enters the map on a given road, so but then itís probably better to do like this at the start of the road or at the end of the road,
Active Discussion;i mean the easiest way is to just have as you said, timings
