Dimension;Transcription
Lead;direction. left, straight
Lead;i could see a situation where you want to justÇ-you have xnumber of cars queued up, you say i'm going to stop this for nowbut you still want that throughÇ-put to go through even though ithasn't necessarily hit this intersection yet
Lead;i'm trying to think from how youwould actually manipulate this
Lead;it just consists of a set of intersectionsconnected 
Lead;its going to be significant
Lead;it's kind of a combination of clock and then there's also[inaudible
Lead;it's two lanes, one of them
Lead;sensorÇ-driven
Lead;so how are these signalsÇ-trying to pull out our data
Lead;so we 
Lead;sounds like at each individual lane. on top of that,and being able to basically control the amount of cars goingthrough and certain flows in certain areas.
Lead;the left turn really introduces a lot of problems
Lead;the onlything the lanes are really going to affect is...how the lights affectus
Lead;the problem is you can chop up lanes
Lead;the problem with that is the variable path.
Lead;the road would actually own what traffic it expects tobe traveling on it
Lead;the signals. actual signals.
Lead;there'stime,
Lead;they have signals
Lead;traffic
Lead;we don't want to get into
Lead;we just more care about 
Lead;we might have multiple inputs and they're all going to have to sayhere's cars coming at you. and at that point the road justbecomes a queue and just keeps on popping on cars, and thenthey keep, they'll just pop off the queue.
Lead;well it's a queue with a limit
Lead;well it's more of a stops. it's more of a stops flow starts flow kindof thing
Listening;i see
Maintenance;do we care?
Maintenance;do we really want that
Maintenance;i see
Maintenance;is it safe from stuff like that
Maintenance;is that really the only thing?
Maintenance;kind of? 
Maintenance;really
Maintenance;right
Maintenance;so can you hit all the green
Maintenance;this is on the road isn't it
Maintenance;well?
Motivate; yeah that makes sense
Motivate;, that makes a lot of sense
Motivate;a queue with a limit
Motivate;ahh that's brilliant
Motivate;because you're right
Motivate;cool, cool. sounds good
Motivate;cool, i like that
Motivate;exactly
Motivate;exactly
Motivate;exactly, exactly.
Motivate;exactly, yeah exactly.
Motivate;excellent, excellent.
Motivate;good question.
Motivate;i like that. cool.
Motivate;interesting
Motivate;interesting question
Motivate;it does, yeah
Motivate;makes sense. 
Motivate;right
Motivate;sure, yeah, yeah.
Motivate;that fit, so
Motivate;that fit.
Motivate;that is a great point
Motivate;that makes sense
Motivate;that's interesting
Motivate;that's the perfect simplification.
Motivate;that's what i'm trying to figure out.
Motivate;yeah, exactly.
Offer Alternative;do the roads delegate this, or do the intersections delegate all thecommunication
Offer Alternative;does it run on a clock or does 
Offer Alternative;is it a push or a pull model with the intersections
Offer Alternative;it's getting down to push or pull
Offer Alternative;mean if you think of, you know desktop or 
Offer Alternative;one signal perdirection at each intersection. could be 
Offer Alternative;or do we just assume that anything doesn'thaveÇ-
Offer Alternative;or intersection is going tohave to say something. okay, cars can come, and then the roadsare going to have to
Offer Alternative;or is thatÇ-
Offer Alternative;or is this thetime between state changes
Offer Alternative;or, i'mgoing to have a left 
Offer Alternative;other option is to make it a full two second lane
Offer Alternative;put them in, or pull them out
Offer Alternative;sense to me or just basically 
Offer Alternative;so basically leftor straight depending on the car.
Offer Alternative;you know, or input
Opinion; does it run on a clock or does it run, you knowhow do you control this flow behavior?
Opinion; what does he tell the road object
Opinion;Ç-is this time for each one of these
Opinion;and is this lengthsignificant to store the number of cars
Opinion;and so do cars equaltraffic
Opinion;are we saying thoseare equal?
Opinion;areroads a significant thing here
Opinion;but do we really want to stopthe number of cars it keeps queuing up
Opinion;but then do you have to specifyoutput points?
Opinion;can we capture that
Opinion;do the roads delegate this, or do the intersections delegate all thecommunication
Opinion;do we care about you anymore?
Opinion;do we want to assume one lane of traffic coming in
Opinion;does it matter? direction? 
Opinion;does thatoccur in the intersection? as a containing data entity? orconceptual entity?
Opinion;forthe yellow is consistent. or, is it consistent
Opinion;how do you definethe behavior of the traffic
Opinion;how do you do the traffic?
Opinion;how does thatwork? 
Opinion;how does thisimpact what we need to model? 
Opinion;i mean areroads saying, can i go? can i go? or are the intersectionsÇ-shouldthe intersection tell the road, you know, flow you know five cars.
Opinion;is itÇ-does it really stop? 
Opinion;or do we care?
Opinion;orÇ-how does this look
Opinion;so how do you share that informationacross all the signals.
Opinion;so what are the aspects of the speed that are important?
Opinion;so what are the properties of traffic
Opinion;sodo we want to model that kind of multiÇ-thread of randombehavior? i think so
Opinion;thatÇ-is that more of the signals?
Opinion;the problem is how do youtell the intersection what road this connects to
Opinion;then it's an output?
Opinion;what are the properties of this? 
Opinion;what does the sensor do
Opinion;what simplifying assumptions could we make initially and findthose
Opinion;whathappens in this model?
Opinion;which ones do we want to have 
Propose Exception; but also at eachintersection you can say this percentage is going to do this forvarying reasons that we don't
Propose Exception; i see the big picture, but i don't know the intersections
Propose Exception;but at 
Propose Exception;but do we really want to stopthe number of cars it keeps queuing up
Propose Exception;but i'm
Propose Exception;but lengthis 
Propose Exception;but then do you have to specifyoutput points?
Propose Exception;but then this 
Propose Exception;but we may need to trackÇ-we may need toset up outputs you know
Propose Exception;but what would the outputs necessarily be of that
Propose Exception;but, i think
Propose Exception;butthen there's 
Propose Exception;butthis can be dictated 
Propose Exception;it's just a green but
Reinforce; yeah that makes sense
Reinforce;, that makes a lot of sense
Reinforce;a queue with a limit
Reinforce;because you're right
Reinforce;exactly
Reinforce;exactly
Reinforce;exactly, exactly.
Reinforce;exactly, yeah exactly.
Reinforce;interesting question
Reinforce;it does, yeah
Reinforce;makes sense. 
Reinforce;right
Reinforce;sure, yeah, yeah.
Reinforce;that fit, so
Reinforce;that fit.
Reinforce;that makes sense
Reinforce;that's interesting
Reinforce;that's the perfect simplification.
Reinforce;that's what i'm trying to figure out.
Reinforce;yeah, exactly.
Reject;no
Rephrase;imean they can't make a left
Rephrase;kind of a twice [inaudible
Rephrase;the traffic wants to know.
Rephrase;there's a time for each of those. tÇ-r, tÇ-yellow, tÇ-green
Request; does it run on a clock or does it run, you knowhow do you control this flow behavior?
Request; what does he tell the road object
Request;Ç-is this time for each one of these
Request;and is this lengthsignificant to store the number of cars
Request;and so do cars equaltraffic
Request;are we saying thoseare equal?
Request;areroads a significant thing here
Request;but do we really want to stopthe number of cars it keeps queuing up
Request;but then do you have to specifyoutput points?
Request;can we capture that
Request;do the roads delegate this, or do the intersections delegate all thecommunication
Request;do we care about you anymore?
Request;do we want to assume one lane of traffic coming in
Request;does it matter? direction? 
Request;does it say anything about the number of lanes?
Request;does thatoccur in the intersection? as a containing data entity? orconceptual entity?
Request;forthe yellow is consistent. or, is it consistent
Request;how do we?
Request;how do you coordinate that between all signals at eachintersection?
Request;how do you definethe behavior of the traffic
Request;how do you do the traffic?
Request;how does thatwork? 
Request;how does thisimpact what we need to model? 
Request;i mean areroads saying, can i go? can i go? or are the intersectionsÇ-shouldthe intersection tell the road, you know, flow you know five cars.
Request;is it a push or a pull model with the intersections
Request;is itÇ-does it really stop? 
Request;is there a leftÇ-turn lane, or is it a suicide left?
Request;or do we care?
Request;orÇ-how does this look
Request;so how do you share that informationacross all the signals.
Request;so howÇ-what is the behavior of the inputs andwould there be any requirements on that? 
Request;so in total?
Request;so nowcome back up, what big concepts haven't we captured yet
Request;so what are the aspects of the speed that are important?
Request;so what are the properties of traffic
Request;sodo we want to model that kind of multiÇ-thread of randombehavior? i think so
Request;thatÇ-is that more of the signals?
Request;that's where i always liketo start. how do you see the code beingÇ-just kind of thestructure of it being broken down? 
Request;the only thing i'm kind of botheredis how do weÇ-how does this guy come into play in all of this?
Request;the problem is how do youtell the intersection what road this connects to
Request;the sensors?
Request;then it's an output?
Request;what about it?
Request;what are the properties of this? 
Request;what are we seeing here
Request;what does the sensor do
Request;what simplifying assumptions could we make initially and findthose
Request;whathappens in this model?
Request;whatproperties of roads we have to worry about
Request;which ones do we want to have 
Request;would it add a car?
Request Attention;do we care?
Request Attention;really
Request Confirmation;do we really want that
Request Confirmation;is it safe from stuff like that
Request Confirmation;is that really the only thing?
Request Confirmation;kind of? 
Request Confirmation;right
Request Confirmation;so can you hit all the green
Request Confirmation;this is on the road isn't it
Request Confirmation;well?
Request Focus Change;and since it's a multiÇ-intersection problem 
Request Focus Change;figure out if roads connect tointersections, traffic contains, lets think about containment a littlebit here
Request Focus Change;lets look for error
Request Focus Change;let'sfocus on kind of 
Request Focus Change;next question
Request Focus Change;rules for the signals.
Request Focus Change;so nowcome back up, what big concepts haven't we captured yet
Request Focus Change;we need to think about the big picture
Scoping;so this is really all the editing someone's going to need to playwith, good, kind of? concerned with too much detail 
Structural Decision; in terms of software structure, it looks like a classic o.o.problem 
Structural Decision; itseems like there's a modeling engine, you know. its going to runanywhere essentially and it's going to use its internal data model,object model
Structural Decision; think theintersections, the roads, and so let's think about how these tworelate
Structural Decision;, i mean it just consists of a set of intersectionsconnected by roads so.
Structural Decision;an encapsulated entity 
Structural Decision;from there how do you getthese guys correlated into the system
Structural Decision;okay so the intersection has, has car, it's running it's own thread,
Structural Decision;so each one's got a state: either red, yellow, green. and thatdictates what's happening between these guys
Structural Decision;so there's this, this relationship here. each road connects to twointersections
Structural Decision;so we definitely have, i mean we have the general concept of amap, which is going to be the big container for everything.
Structural Decision;that's going to have a lane so section needs to be divisible, weneed some type of object representing that road
Structural Decision;the road is an object, and it's operations it hasare like: add car
Structural Decision;the roads are queue's per lane.
Structural Decision;the roads connect the intersections.
Structural Decision;they have signals
Structural Decision;this mainmap controller is the crank that starts the whole system and whatits going to do. 
Structural Decision;this metaÇ-controller
Structural Decision;time component attachedto each one of these things. and then the sensor comes into playtoo.
Structural Decision;traffic
Structural Decision;we can think about how to structure this. we can say iÇ-1, iÇ-2, rÇ-1,2.
Suggest; i think, kind of the we would have to use[inaudible
Suggest; i thinkwe just go off the number of signals at each intersection. 
Suggest; think one thing is that the controls have to modify the signaltimings and the sensors so we basically got to just basically sayhere's
Suggest; think that at that point,we don't really care.
Suggest; think there's another thing you captured here. there'sthese inputs. and the road can actually have or, you know.
Suggest; think we can make that first clean division
Suggest; think, is the model on which to build the end userapplication.
Suggest;i guess that dependency is really comes back to the signals
Suggest;i guess the issues that are going to come into play are 
Suggest;i think 
Suggest;i think it's a simplification
Suggest;i think it's just more consistent 
Suggest;i think it's more of a collection of signals because
Suggest;i think its more of the number of cars in period of time
Suggest;i think really we care more about 
Suggest;i think that these are the only ones that should be toggable
Suggest;i think the road's going to have to be a little bit smarter
Suggest;i think theintersection's going toÇ-basically its interface is looking at that,its going to say road give me left cars, give me straight cars, giveme right cars
Suggest;i think there's aÇ-should be [inaudible] this if not just two fulllanes
Suggest;i think they're pretty straightÇ-forwardobjects
Suggest;i think those were the main big players
Suggest;i think we have
Suggest;i'm saying this is probably the best assumption
Suggest;it seems like a, for this type of problem a good first attack is justkind of a, you know a data analysis
Suggest;so i think one of the things we'recoming out is the roadÇ-i don't know if it has lanes so much as ithas, you know left, straight, right.
Suggest;so let's go with the minimum so
Suggest;so maybe the data structure is set up where we don'tcare, i don't think we do care
Suggest;we can say iÇ-
Suggest;we might have to say add left caradd straight car, there might be more to the road i'm starting tothink.
Suggest;yeah i'm justÇ-do a flat file, sterilize it all
Suggest;you know, the leftcan go at the same time and then.
Summarize Information;and so after we've set up this design, thisinput has some properties to define with it. just going to be theflow in essentially as you described. and then you hit go,
Summarize Information;and so we think about, termination of, do we get flow out of thissystem, do we think about
Summarize Information;and so, you fire off youknow sticking our toe into dirty details, you fire off thread foreach input thing, and then each thread input is doing add a car ata particular flow
Summarize Information;but this defines in the data structure that we don't care.
Summarize Information;covers most of our entities at least. what's going on. how theyinteract.
Summarize Information;it says we have to have a protected left
Summarize Information;looks like basically two pieces: the interaction andthe code for map that's able to manipulate road systems with awhole bunch of details.
Summarize Information;map going to have intersections. and then the intersections
Summarize Information;number of cars andtravel time
Summarize Information;so it's interesting becausethe intersection has signals and the intersection has some controlof the signals. 
Summarize Information;so we have r1, and so r1 is
Summarize Information;so we start the simulation and it's going to start addingcars until it stops, then it's going to pull it see if there's moreroom.
Summarize Information;so we've decided that lanes, maybe not so significant
Summarize Information;so we've gotÇ-these are kind of the physicsthings, and kind of the abstract things we've got 
Summarize Information;too much about the lanes themselves.
Summarize Information;we've got traffic, intersections,
Summarize Information;we've got, you know kind of this set ofused cases about leftÇ-turn, straights
Summarize Information;you have two end points.
Suppose; if it doesn't have a sensor it just assumes, justignores the poll
Suppose; if we continue the hierarchy of the signals, the rules
Suppose; if you envisioned some sort of[inaudible] package then there'd be sort of this thing you knowthey'd drop a leftÇ-turn signal in there, and a straight signal
Suppose; if you have a light dictating left, it's always goingto be a left turn and straight and more often
Suppose;if it blocks, the queue tells it hey i'mfull, that thread has to stop you know and then it's got to pull it tomake it go again
Suppose;if some carhere is wanting to go straight and this is backed up, they cannot
Suppose;if the queue is empty on the road, don't trigger it green
Suppose;if theres a one way road, so basically there's only one endpoint on this road
Suppose;if theres no traffic
Suppose;if there's no traffic, neverturn it green.
Suppose;if this road fills up, it's going to have to know i'm full, i can'taccept anymore traffic coming down my way.
Suppose;if we just say has the car,and then the rules come in here whether it's sensored or nonsensored.
Suppose;if we make the assumption that we're not going to have so a twolaneroad that turns into a oneÇ-lane road, i think we're fineÇ-
Suppose;if we think about, you know,somebody is going to say start feeding cars in here, and then thisguy has to say hey i'm full, stop
Suppose;if you have one lane, you don't really run intoreality 
Suppose;if you're going to get back up here youcould potentially back it up into the next intersection dependingon this length here which is going to 
Suppose;if you'renot, if you don't want a sensor, they said they can have withoutsensors, then it's completely time based.
Suppose;if youthink of this as kind of an encapsulated entity then it's not goingto know about this.
Suppose;ifyou have a full lane everywhere in the intersection so everythingfits they're two lanes at that point.
Suppose;mean if you think of, you know desktop or 
Suppose;so if an intersection has a sensor, thenÇ-i think is that assimple as this intersection having api with the road calls? 
Suppose;this has a length, it never overflows, you know iften, five cars can fit then it's all
Suppose;you follow thepercentage model then we can just calculate what that wouldmean for the entry source of cars coming in.
Task; let's see what other data do we pull out
Task;and since it's a multiÇ-intersection problem 
Task;and so after we've set up this design, thisinput has some properties to define with it. just going to be theflow in essentially as you described. and then you hit go,
Task;and so we think about, termination of, do we get flow out of thissystem, do we think about
Task;and so, you fire off youknow sticking our toe into dirty details, you fire off thread foreach input thing, and then each thread input is doing add a car ata particular flow
Task;but this defines in the data structure that we don't care.
Task;call it a [inaudible] requirement. cool. let's check for anyother...
Task;concerned with too much detail before weevenÇ-otherwise we're going to cut stuff out.
Task;covers most of our entities at least. what's going on. how theyinteract.
Task;figure out if roads connect tointersections, traffic contains, lets think about containment a littlebit here
Task;i think we haveÇ-we can probably numerate the rules we'regoing to need too. 
Task;i want to start by hearing your summary of this
Task;it says we have to have a protected left
Task;let's dive into that a little bit.
Task;let's explore that
Task;lets look for error
Task;let's put it in there and we'll capture that.
Task;let's take that oneout
Task;let'sfocus on kind of 
Task;looks like basically two pieces: the interaction andthe code for map that's able to manipulate road systems with awhole bunch of details.
Task;map going to have intersections. and then the intersections
Task;next question
Task;number of cars andtravel time
Task;rules for the signals.
Task;so it's interesting becausethe intersection has signals and the intersection has some controlof the signals. 
Task;so let's hide that detail. [inaudible]. 
Task;so nowcome back up, what big concepts haven't we captured yet
Task;so we have r1, and so r1 is
Task;so we start the simulation and it's going to start addingcars until it stops, then it's going to pull it see if there's moreroom.
Task;so we've decided that lanes, maybe not so significant
Task;so we've gotÇ-these are kind of the physicsthings, and kind of the abstract things we've got 
Task;start twoengineers on the model, one engineer on the ui. get the modelgoing ahead. cool.
Task;the next step i would do is to 
Task;too much about the lanes themselves.
Task;we need to think about the big picture
Task;we should model that
Task;we've got traffic, intersections,
Task;we've got, you know kind of this set ofused cases about leftÇ-turn, straights
Task;you have two end points.
Usability and User Interface;drag and drop with a drill down for each to sayÇ-each individualthing you can mess with so a drill down for inputs, a drill downfor each signal.
Usability and User Interface;from this ui i mean
Usability and User Interface;i basically picture a drag and drop environment
Usability and User Interface;i think for the purpose of api we can, i think we can defineapi from the perspective of each of the things and then divedown into the details
Usability and User Interface;is that the controls have to modify 
Usability and User Interface;kind of a classic drawing package interface. let's see.and of course this would need to be persistable
Usability and User Interface;they're going to define a flow into r1and then they're going to click go.
Use Case;add car, you know thatreturns [inaudible], then you go is space? and we've got to pollso we've got theseÇ-
Use Case;be able toaccommodate at least six intersections, be able to control lights atan individual level
Use Case;because really all they're saying is to be able to change trafficdensity
Use Case;knowthey'd drop a leftÇ-turn signal in there
Use Case;need to be able to control theinput 
Use Case;somebody is controlling the interactions
Use Case;they can choose you know is it just a straight 
Use Case;they'd want to clickthe system and then sit there and watch it run and say
Use Case;they're designing intersections is kind of the keything
Accept and Confirm;alright
Accept and Confirm;endpoint is okay
Accept and Confirm;fair enough.
Accept and Confirm;itís alright.
Accept and Confirm;no
Accept and Confirm;no itís not
Accept and Confirm;okay
Accept and Confirm;okay,
Accept and Confirm;okay. now i can see something
Accept and Confirm;so far itís okay.
Accept and Confirm;sure
Accept and Confirm;sure
Accept and Confirm;sure
Accept and Confirm;sure
Accept and Confirm;sure 
Accept and Confirm;sure
Accept and Confirm;sure
Accept and Confirm;sure,
Accept and Confirm;sure.
Accept and Confirm;sure. sure.
Accept and Confirm;thatís fine
Accept and Confirm;yea
Accept and Confirm;yea, yes.
Accept and Confirm;yeah
Accept and Confirm;yes
Accept and Confirm;yes
Accept and Confirm;yes
Accept and Confirm;yes
Accept and Confirm;yes
Accept and Confirm;yes
Accept and Confirm;yes
Accept and Confirm;yes
Accept and Confirm;yes
Accept and Confirm;yes
Accept and Confirm;yes
Accept and Confirm;yes
Accept and Confirm;yes 
Accept and Confirm;yes
Accept and Confirm;yes i agree
Accept and Confirm;yes i can read it
Accept and Confirm;yes i got it. we can do that.
Accept and Confirm;yes i like that idea
Accept and Confirm;yes i removed it
Accept and Confirm;yes itís fine.
Accept and Confirm;yes okay
Accept and Confirm;yes okay
Accept and Confirm;yes okay.
Accept and Confirm;yes that sounds good
Accept and Confirm;yes you are right.
Accept and Confirm;yes you can start.
Accept and Confirm;yes,
Accept and Confirm;yes, exactly
Accept and Confirm;yes, iím just trying to understand what you are writing.
Accept and Confirm;yes, itís a property of the intersection
Accept and Confirm;yes, okay
Accept and Confirm;yes, sounds good
Accept and Confirm;yes, sure 
Accept and Confirm;yes, sure
Accept and Confirm;yes, sure
Accept and Confirm;yes, sure
Accept and Confirm;yes, sure i do.
Accept and Confirm;yes.
Accept and Confirm;yes.
Accept and Confirm;yes. 
Accept and Confirm;yes.
Accept and Confirm;yes.
Accept and Confirm;yes.
Accept and Confirm;yes. 
Accept and Confirm;yes.
Acknowledge;ah no
Acknowledge;alright
Acknowledge;endpoint is okay
Acknowledge;fair enough.
Acknowledge;is that okay?
Acknowledge;itís alright.
Acknowledge;no
Acknowledge;no
Acknowledge;no
Acknowledge;no
Acknowledge;no itís not
Acknowledge;okay
Acknowledge;okay,
Acknowledge;okay. now i can see something
Acknowledge;so far itís okay.
Acknowledge;sure
Acknowledge;sure
Acknowledge;sure
Acknowledge;sure 
Acknowledge;sure
Acknowledge;sure
Acknowledge;sure
Acknowledge;sure,
Acknowledge;sure.
Acknowledge;sure. sure.
Acknowledge;thanks a lot, thatís a compliment.
Acknowledge;thanks for the time, it was a nice design time so to say.
Acknowledge;thatís fine
Acknowledge;yea
Acknowledge;yea, yes.
Acknowledge;yeah
Acknowledge;yes
Acknowledge;yes
Acknowledge;yes
Acknowledge;yes
Acknowledge;yes
Acknowledge;yes
Acknowledge;yes
Acknowledge;yes
Acknowledge;yes
Acknowledge;yes
Acknowledge;yes
Acknowledge;yes
Acknowledge;yes 
Acknowledge;yes
Acknowledge;yes i agree
Acknowledge;yes i can read it
Acknowledge;yes i got it. we can do that.
Acknowledge;yes i like that idea
Acknowledge;yes i removed it
Acknowledge;yes itís fine.
Acknowledge;yes okay
Acknowledge;yes okay
Acknowledge;yes okay.
Acknowledge;yes that sounds good
Acknowledge;yes you are right.
Acknowledge;yes you can start.
Acknowledge;yes,
Acknowledge;yes, exactly
Acknowledge;yes, iím just trying to understand what you are writing.
Acknowledge;yes, itís a property of the intersection
Acknowledge;yes, okay
Acknowledge;yes, sounds good
Acknowledge;yes, sure 
Acknowledge;yes, sure
Acknowledge;yes, sure
Acknowledge;yes, sure
Acknowledge;yes, sure i do.
Acknowledge;yes, you too, thank you very much. it was fun.
Acknowledge;yes.
Acknowledge;yes.
Acknowledge;yes.
Acknowledge;yes.
Acknowledge;yes.
Acknowledge;yes.
Acknowledge;yes. 
Acknowledge;yes. 
Agree; i agree on that
Agree;traffic is not visualized really, and we could also have a visualization of the traffic, could make sense
Agree;you are right, based on the current things it doesnít make too much sense that you have this reuse of traffic
Apologize;again sorry for my handwriting
Apologize;ah sorry
Apologize;iím sorry about my handwriting 
Apologize;sorry for my handwriting
Apologize;sorry i have
Apologize;sorry.
Appreciation;is that okay?
Appreciation;thanks a lot, thatís a compliment.
Appreciation;thanks for the time, it was a nice design time so to say.
Appreciation;yes, you too, thank you very much. it was fun.
Argue; but i mean having a selection is probably makes it
Argue; but is that? 
Argue; i agree on that
Argue; i donít see this specifically in the requirements
Argue; i mean it could be one or two i guess
Argue; i thought it would be different, but i guess this would also be fine
Argue; itís not stated there, but we think it would be useful
Argue; so i guess density is not enough
Argue;Ö i donít understand
Argue;ah okay, you say this is some kind of, yeah, but this could be possible in both cases
Argue;and then we had the road endpoint which could either be a real endpoint or it could be an intersection
Argue;and this i guess is easier than doing the same logic and afterwards subdividing the roads always
Argue;and through the road endpoint it has one, two, four, Ö is possible, fourteen is not good
Argue;and we either have a real intersection or we have an end point
Argue;but also for calculating statistics
Argue;but first maybe we can discuss how to, whatís the best way to define the problem in itself
Argue;but how
Argue;but i assume roads will also be a form of association
Argue;but i donít know
Argue;but i would assume
Argue;but if you say map is our starting point and everything is connected to this by association or something like that would be fine for me. 
Argue;but itís just the surrounding 
Argue;but maybe first
Argue;but the overall implementation should be able to work with more roads or less.
Argue;but then again how would you declare
Argue;but we want to say if we make a throughput through the system via endpoints we would have traffic on endpoints
Argue;but why do i want to move the intersection?
Argue;but why donít we have a traffic model per se? 
Argue;but would traffic class in that case, does it make sense to have the relation to the road itself
Argue;do we really have an actual intersection as an item or is it just indirectly given if you do an intersection?
Argue;do we want to make it easy and just have density as part of the road or do we want to make something more sophisticated in terms of traffic models.
Argue;donít know per what
Argue;for me it maybe doesnít make sense to have this as a specific intersection, maybe there we would have something different which is a kind of road entry or road exit
Argue;i asked if that is what you wanted, but it sounds like it was not
Argue;i donít know how much details we have
Argue;i donít know how to call it but we can also use it to influence the traffic from outside, which could be something specific
Argue;i donít know.
Argue;i mean another alternative would be to just have something like a default timing which you can change
Argue;i mean if we view a road that is the whole thing, the whole map, i mean it could have multiple intersections,
Argue;i would say both is good. i think default timing should also be available or which is always given and then you can define which default timing can be used.
Argue;iím just thinking not only from a visualization perspective but also from a simulation perspective
Argue;iím not so sure about that
Argue;iím not sure
Argue;iím not sure
Argue;iím not sure what you mean by subset
Argue;if later on we have something not just four way but with this t-crossing, then we should easily be able to support this
Argue;if the map is changing in a way that you add another intersection in between the appearances of roads are recalculated, but this then is a letís say more complex part and you need to copy the attributes and so on so it shouldnít be so difficult
Argue;if the system is working, then additional things will be requested and itís better to have it already separated instead of putting all in one class
Argue;if the traffic model should be completely separate entity here, which relates to the map or if we should just make it easier just make the roads have a simple density.
Argue;if we are going for a more model-view-controller pattern or something like that maybe we want to separate the visualization in some sense 
Argue;if we want to make it more advanced in the future like you said with the more detailed definition of traffic for which kind of cars and so on we already have the right entry 
Argue;if we want to take the five we can make it even easier and say that roads have a single attribute saying density or something like that
Argue;if you follow the assignment i mean there is specifically mentioned traffic density for the roads, but then it wonít be as easy to calculate something like system throughput or anything like that so it could also be hard to simulate letís say the time it takes for a single car from point a to point b
Argue;if you move the intersection the road will become longer so i guess the velocity will have a different impact on the total throughput.
Argue;if you want to evaluate traffic, evaluate the performance of the traffic lights as a system itself
Argue;it could be open ended, it could be, i guess anything. a house or something
Argue;itís not specifically defined but the purpose
Argue;letís say you are in editor mode in the map and you want to move an intersection or something like that. then moving that intersection would be very complicated, because you would have to take into account how the roads were drawn initially and so on.
Argue;maybe i miss something right now but these are for my feelings the things we could represent in the class model.
Argue;mean if you only have one visual element then there is no point for it
Argue;of course we can represent this here but we should also keep in mind that this could be changed in the future and that we should design the system that is able to change this.
Argue;so four
Argue;so if it comes to density i would add the traffic item not just having a description on the road, because i guess in which direction you are going, you want to have it more advanced and if we are starting the system these kinds of requirements will come
Argue;so if we donít have any traffic model per se we are only talking about how much density there is on a single road
Argue;so if we take this example and you just want to move this intersection over here instead. you have a road going out there, and another one going there, and another one going there. 
Argue;so itís clear that there could be not any more than four way intersections
Argue;so itís stated that it is related to the intersection, not to the road.
Argue;so then if i add a third road, then i would have this
Argue;so then you could follow an individual car how it goes through the map and then the simulation of every car that would be the traffic model with a density for a single road and so on.
Argue;so traffic light behavior can be defined
Argue;so we have to choose, one of them has to be open ended so to speak.
Argue;so you have the road endpoint, okay, and therefore we have, what was it? the road has two endpoints
Argue;t could be either a real endpoint or an intersection 
Argue;this makes the calculation more complicated, but on the other hand itís something like if we donít want to design or define traffic per road which is one of the tasks or requirements. 
Argue;traffic is not visualized really, and we could also have a visualization of the traffic, could make sense
Argue;we donít have i mean the visualization for it and iím not sure how we should. 
Argue;we should have both
Argue;yes, either a road or intersection. you can see the details.
Argue;you are right, based on the current things it doesnít make too much sense that you have this reuse of traffic
Assert;i donít see anything.
Assumption; i think about it i would also prefer to say road is something that is always between two intersections
Assumption; i think the sensors are on the road rather connecting the intersections rather than on the intersection 
Assumption; mean if thatís the case the traffic class would not translate very well to this global view of traffic
Assumption; per road or in general 
Assumption; we canít have an open ended intersections or open ended roads. 
Assumption;, i guess it doesnít really matter, but i mean if you move the intersection the road will become longer so i guess the velocity will have a different impact on the total throughput.
Assumption;a road has just two intersections
Assumption;and then we had the road endpoint which could either be a real endpoint or it could be an intersection
Assumption;assuming every road is connected to two intersections
Assumption;four traffic light at each intersection
Assumption;i donít know how to call it but we can also use it to influence the traffic from outside, which could be something specific
Assumption;i guess there should be some statistics in terms of like the total throughput of the system or something like that. runtime statistics
Assumption;i mean endpoints wonít have traffic lights.
Assumption;i mean if we view a road that is the whole thing, the whole map, i mean it could have multiple intersections,
Assumption;i mean the naÔve way to go about it would just start with a map and then assume that everything is a subset of a map.
Assumption;i mean they should contain information like density and optionally it may have speed limits and so on.
Assumption;i think you could assign one timing behavior to different traffic lights, 
Assumption;i wanted to say that there is a traffic light at each intersection
Assumption;iím just clarifying that there should be four traffic lights for each intersection, not a single one.
Assumption;in here we have road one and road two, which i this one. or you can go to the other side and say okay, if i detect an intersection here, here is road one, here is road two, here is road three and four
Assumption;is a road always that ending at an intersection or is a road like the designer when he starts to design the map, like i did right now?
Assumption;maybe we should clarify that and say that there should be one traffic light at each entry point into the intersection
Assumption;maybe we should clarify that each entry point into the intersection
Assumption;maybe you want to calculate exactly how long it takes for a single car to go from one end to the other end of the map or something like that
Assumption;okay itís always 4-way, it needs to be four traffic lights.
Assumption;right now itís that roads are part of it, we have intersections, traffic will be there, traffic lights
Assumption;should we also include the velocity, the speed limits of the cars
Assumption;so i guess the visual map is to replay the simulation and the road layout is to create new simulations
Assumption;so i would expect some overall either 2-d or 3-d visualization where you can directly create your traffics and then you could push some button on saying simulate and maybe during the simulation at runtime you can also change some parts, like changing the traffic density, velocity or the traffic light behavior.
Assumption;so if we donít have any traffic model per se we are only talking about how much density there is on a single road
Assumption;so visual map would be houses and the cars travelling on the road and so on
Assumption;the next one was: there are optional sensors for car detection.
Assumption;the speed limit should be the extra thing, itís not really necessary if we are only looking at road density.
Assumption;then the timing scheme. i guess there needs to be a timer for
Assumption;there is a traffic light at each intersection.
Assumption;these intersections are always 4-way and in there.
Assumption;these roads can have intersections,
Assumption;this is something where just one line is defined and the road can have multiple intersections.
Assumption;visual map of the area, a road layout
Assumption;we also need to look at how fast the cars are while crossing each intersection.
Assumption;we have now described and also making the road layout is something you would also do on the visualization
Assumption;we need a visual map
